[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [6357.96484375, 262.9906921386719, 4052.13818359375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [6457.57763671875, 262.9909362792969, 4084.54345703125, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [5918.529296875, 262.99072265625, 4049.076171875, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [6839.02587890625, 262.5924072265625, 4403.37548828125, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [3495.181640625, -42.612308502197266, 6576.32568359375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [3539.2470703125, -42.61237335205078, 6734.052734375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [3524.074462890625, -42.61235427856445, 6689.8896484375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [-53939.6484375, -126.85163116455078, -46153.328125, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [-53931.76171875, -126.85154724121094, -46194.3125, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [-53916.22265625, -126.85144805908203, -46103.72265625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-51127.84375, -487.4844665527344, -50647.515625, 0.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [5810.0400390625, -250.55999755859375, 4990.56005859375, -107374176.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4280.9765625, -251.53009033203125, 5075.8349609375, 0.0]]
[[0.6018161773681641, 0.0, 0.7986366152763367, 0.0], [0.0, 0.9999998807907104, 0.0, 0.0], [-0.798636794090271, 0.0, 0.6018160581588745, 0.0], [6451.32421875, -235.1349334716797, 4534.3076171875, 0.0]]
[[0.0, 0.0, 1.0000017881393433, 0.0], [0.0, 0.9999974370002747, 0.0, 0.0], [-1.0000011920928955, 0.0, 0.0, 0.0], [6806.93310546875, -235.1349334716797, 5341.24169921875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4194.70947265625, -42.50208282470703, 6639.2587890625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4823.07470703125, -43.298702239990234, 6793.52783203125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6527.8056640625, -42.69800567626953, 6760.27685546875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-11598.4189453125, 1.157423734664917, 9341.5869140625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-11592.2333984375, 1.1571290493011475, 9639.7666015625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50536.24609375, -588.7807006835938, -49950.9453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50500.24609375, -588.7807006835938, -49914.9453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50464.24609375, -588.7807006835938, -49878.9453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50428.24609375, -588.7807006835938, -49842.9453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50551.63671875, -576.0640258789062, -49794.76953125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-49797.12109375, -530.2138061523438, -48338.1875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-49850.23828125, -581.0515747070312, -49415.4453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-49012.7421875, -530.2320556640625, -49983.67578125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-49495.83984375, -581.0517578125, -48996.0703125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-51393.078125, -530.2315673828125, -48618.44140625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-51934.5234375, -530.2318115234375, -50477.23046875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50048.9375, -581.0625, -49440.97265625, 0.0]]
[[0.034899692982435226, 0.0, 0.9993912577629089, 0.0], [0.0, 0.9999998211860657, 0.0, 0.0], [-0.9993907809257507, 0.0, 0.03489953279495239, 0.0], [-50815.65234375, -530.1491088867188, -48388.859375, 0.0]]
[[0.034899692982435226, 0.0, 0.9993912577629089, 0.0], [0.0, 0.9999998211860657, 0.0, 0.0], [-0.9993907809257507, 0.0, 0.03489953279495239, 0.0], [-50779.65234375, -530.1491088867188, -48352.859375, 0.0]]
[[0.7071080803871155, 0.0, -0.7071077823638916, 0.0], [0.0, 0.999999463558197, 0.0, 0.0], [0.7071077823638916, 0.0, 0.7071080803871155, 0.0], [-50831.0703125, -528.1060791015625, -49788.13671875, 0.0]]
[[-0.9876916408538818, 0.0, 0.15643510222434998, 0.0], [0.0, 1.0000001192092896, 0.0, 0.0], [-0.15643510222434998, 0.0, -0.9876916408538818, 0.0], [-50466.33984375, -528.5585327148438, -50047.58984375, 0.0]]
[[-0.8660284876823425, 0.0, 0.5000017881393433, 0.0], [0.0, 0.9999995231628418, 0.0, 0.0], [-0.5000017881393433, 0.0, -0.8660284876823425, 0.0], [-50500.23046875, -528.1060791015625, -49517.3515625, 0.0]]
[[0.034899692982435226, 0.0, 0.9993912577629089, 0.0], [0.0, 0.9999998211860657, 0.0, 0.0], [-0.9993907809257507, 0.0, 0.03489953279495239, 0.0], [-50743.65234375, -530.1491088867188, -48316.859375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-51196.74609375, -530.2198486328125, -48380.97265625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50457.5078125, -530.2319946289062, -48521.76953125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-49538.54296875, -581.0519409179688, -48944.9453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-51912.671875, -530.2317504882812, -49994.53515625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-49445.4375, -580.9786376953125, -49048.6953125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4595.8427734375, -244.5102996826172, 6059.43896484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4597.1484375, -244.51034545898438, 5649.95068359375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4434.30224609375, -264.76806640625, 18858.583984375, 0.0]]
[[0.9271882772445679, 0.0, 0.3746088445186615, 0.0], [0.0, 0.9999973177909851, 0.0, 0.0], [-0.3746088445186615, 0.0, 0.9271882772445679, 0.0], [-12208.23828125, 1.1433136463165283, 9391.5751953125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-51898.5234375, -530.2318115234375, -50441.23046875, 0.0]]
[[0.7547100186347961, 0.0, -0.6560590863227844, 0.0], [0.0, 0.9999996423721313, 0.0, 0.0], [0.6560590863227844, 0.0, 0.7547100186347961, 0.0], [-12367.4951171875, 0.8597837686538696, 8270.1748046875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-12313.353515625, 32.13301086425781, 8497.9921875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-12365.5068359375, 32.2489128112793, 8493.15234375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-12261.1025390625, 32.36909103393555, 8497.9501953125, 0.0]]
[[0.05233614146709442, 0.0, -0.998630166053772, 0.0], [0.0, 0.9999997615814209, 0.0, 0.0], [0.998630166053772, 0.0, 0.05233614146709442, 0.0], [-12254.6708984375, 0.8712311387062073, 8350.7646484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-12310.0703125, 0.9622940421104431, 8496.4443359375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-12261.8623046875, 0.9575231671333313, 8497.603515625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-12355.6669921875, 0.966763436794281, 8495.1748046875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-54211.9609375, -126.85171508789062, -46437.64453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-54155.45703125, -126.85198211669922, -46436.9765625, 0.0]]
[[0.9961947798728943, 0.0, -0.08715574443340302, 0.0], [0.0, 0.9999999403953552, 0.0, 0.0], [0.08715574443340302, 0.0, 0.9961947798728943, 0.0], [-54309.8125, -126.85169982910156, -46446.15625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-54115.89453125, -95.71139526367188, -46443.78515625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-54195.28125, -92.69568634033203, -46434.96484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-54091.64453125, -126.85191345214844, -46437.0859375, 0.0]]
[[0.7547098994255066, 0.0, 0.6560590863227844, 0.0], [0.0, 1.0, 0.0, 0.0], [-0.6560590863227844, 0.0, 0.7547098994255066, 0.0], [-54263.56640625, -126.85189819335938, -46393.84375, 0.0]]
[[0.9135458469390869, 0.0, 0.40673691034317017, 0.0], [0.0, 0.9999996423721313, 0.0, 0.0], [-0.40673691034317017, 0.0, 0.9135458469390869, 0.0], [-54031.29296875, -126.85195922851562, -46431.11328125, 0.0]]
[[0.29237160086631775, 0.0, -0.9563050270080566, 0.0], [0.0, 0.9999993443489075, 0.0, 0.0], [0.9563050270080566, 0.0, 0.29237160086631775, 0.0], [4300.2333984375, -43.324275970458984, 8514.8203125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4451.07421875, -104.39144897460938, 20130.46875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4504.150390625, -103.2673110961914, 20134.00390625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4481.32763671875, -104.89288330078125, 20106.81640625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4542.26708984375, -69.904296875, 20113.40234375, 0.0]]
[[0.9510567784309387, 0.0, 0.3090170919895172, 0.0], [0.0, 0.9999998211860657, 0.0, 0.0], [-0.3090170919895172, 0.0, 0.9510567784309387, 0.0], [4495.986328125, -72.11341857910156, 20122.31640625, 0.0]]
[[0.9510567784309387, 0.0, 0.3090170919895172, 0.0], [0.0, 0.9999998211860657, 0.0, 0.0], [-0.3090170919895172, 0.0, 0.9510567784309387, 0.0], [4561.7353515625, -90.28179931640625, 20131.521484375, 0.0]]
[[0.08715561032295227, 0.0, -0.9961946606636047, 0.0], [0.0, 1.0, 0.0, 0.0], [0.9961946606636047, 0.0, 0.08715561032295227, 0.0], [6636.76708984375, -816.1882934570312, 23701.408203125, 0.0]]
[[0.08715561032295227, 0.0, -0.9961946606636047, 0.0], [0.0, 1.0, 0.0, 0.0], [0.9961946606636047, 0.0, 0.08715561032295227, 0.0], [6631.541015625, -819.7942504882812, 23644.826171875, 0.0]]
[[0.08715561032295227, 0.0, -0.9961946606636047, 0.0], [0.0, 1.0, 0.0, 0.0], [0.9961946606636047, 0.0, 0.08715561032295227, 0.0], [6791.24462890625, -849.318603515625, 23586.21875, 0.0]]
[[0.37460654973983765, 0.0, -0.9271837472915649, 0.0], [0.0, 0.9999998807907104, 0.0, 0.0], [0.9271837472915649, 0.0, 0.37460654973983765, 0.0], [6641.66259765625, -788.1470947265625, 23642.26171875, 0.0]]
[[0.9993912577629089, 0.0, 0.03489924594759941, 0.0], [0.0, 0.9999998807907104, 0.0, 0.0], [-0.03489924594759941, 0.0, 0.9993912577629089, 0.0], [9100.4853515625, -713.4993286132812, 22710.15234375, 0.0]]
[[0.9993912577629089, 0.0, 0.03489924594759941, 0.0], [0.0, 0.9999998807907104, 0.0, 0.0], [-0.03489924594759941, 0.0, 0.9993912577629089, 0.0], [9129.0439453125, -705.3073120117188, 22664.529296875, 0.0]]
[[0.9925466775894165, 0.0, 0.12186942994594574, 0.0], [0.0, 0.9999998807907104, 0.0, 0.0], [-0.12186942994594574, 0.0, 0.9925466775894165, 0.0], [8984.396484375, -683.1690063476562, 22645.583984375, 0.0]]
[[0.9135457873344421, 0.0, 0.4067367613315582, 0.0], [0.0, 1.0, 0.0, 0.0], [-0.4067367613315582, 0.0, 0.9135457873344421, 0.0], [9104.375, -678.4767456054688, 22689.033203125, 0.0]]
[[0.9945224523544312, 0.0, -0.1045285239815712, 0.0], [0.0, 0.9999994039535522, 0.0, 0.0], [0.1045285239815712, 0.0, 0.9945224523544312, 0.0], [8949.8115234375, -717.1314697265625, 22641.115234375, 0.0]]
[[0.9135457873344421, 0.0, 0.4067367613315582, 0.0], [0.0, 1.0, 0.0, 0.0], [-0.4067367613315582, 0.0, 0.9135457873344421, 0.0], [9014.54296875, -714.6280517578125, 22650.8046875, 0.0]]
[[0.9986305832862854, 0.0, 0.05233604833483696, 0.0], [0.0, 0.9999997019767761, 0.0, 0.0], [-0.05233604833483696, 0.0, 0.9986305832862854, 0.0], [9066.23046875, -711.8512573242188, 22668.9609375, 0.0]]
[[0.8910073041915894, 0.0, 0.45399099588394165, 0.0], [0.0, 1.0, 0.0, 0.0], [-0.45399099588394165, 0.0, 0.8910073041915894, 0.0], [9040.865234375, -679.984130859375, 22663.521484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4298.349609375, -291.1029357910156, 21765.62109375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4353.09912109375, -297.697509765625, 21740.80859375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4308.9287109375, -256.6512451171875, 21754.806640625, 0.0]]
[[0.9975643754005432, 0.0, -0.06975649297237396, 0.0], [0.0, 0.9999995231628418, 0.0, 0.0], [0.06975649297237396, 0.0, 0.9975643754005432, 0.0], [4301.73046875, -286.16888427734375, 21719.716796875, 0.0]]
[[0.788011372089386, 0.0, -0.6156618595123291, 0.0], [0.0, 0.9999997019767761, 0.0, 0.0], [0.6156618595123291, 0.0, 0.788011372089386, 0.0], [7359.080078125, -325.0356750488281, 18253.7890625, 0.0]]
[[0.9396941065788269, 0.0, -0.34202060103416443, 0.0], [0.0, 0.9999996423721313, 0.0, 0.0], [0.34202060103416443, 0.0, 0.9396941065788269, 0.0], [7400.09912109375, -323.0252380371094, 18220.310546875, 0.0]]
[[0.788011372089386, 0.0, -0.6156618595123291, 0.0], [0.0, 0.9999997019767761, 0.0, 0.0], [0.6156618595123291, 0.0, 0.788011372089386, 0.0], [7446.90380859375, -320.3155212402344, 18183.15625, 0.0]]
[[0.788011372089386, 0.0, -0.6156618595123291, 0.0], [0.0, 0.9999997019767761, 0.0, 0.0], [0.6156618595123291, 0.0, 0.788011372089386, 0.0], [7475.7060546875, -314.3043518066406, 18138.20703125, 0.0]]
[[0.7660462260246277, 0.0, -0.6427887678146362, 0.0], [0.0, 0.9999995827674866, 0.0, 0.0], [0.6427887678146362, 0.0, 0.7660462260246277, 0.0], [7414.27978515625, -289.4068298339844, 18206.4296875, 0.0]]
[[0.7660462260246277, 0.0, -0.6427887678146362, 0.0], [0.0, 0.9999995827674866, 0.0, 0.0], [0.6427887678146362, 0.0, 0.7660462260246277, 0.0], [7372.35986328125, -289.4068298339844, 18242.4296875, 0.0]]
[[0.7660462260246277, 0.0, -0.6427887678146362, 0.0], [0.0, 0.9999995827674866, 0.0, 0.0], [0.6427887678146362, 0.0, 0.7660462260246277, 0.0], [7459.99755859375, -289.4068298339844, 18159.740234375, 0.0]]
[[0.9998499751091003, 0.0, 0.01745244301855564, 0.0], [0.0, 0.9999992251396179, 0.0, 0.0], [-0.01745244301855564, 0.0, 0.9998499751091003, 0.0], [7501.55908203125, -353.4173583984375, 20409.041015625, 0.0]]
[[0.9998499751091003, 0.0, 0.01745244301855564, 0.0], [0.0, 0.9999992251396179, 0.0, 0.0], [-0.01745244301855564, 0.0, 0.9998499751091003, 0.0], [7508.68701171875, -321.2535705566406, 20417.50390625, 0.0]]
[[0.9396941065788269, 0.0, -0.34202060103416443, 0.0], [0.0, 0.9999996423721313, 0.0, 0.0], [0.34202060103416443, 0.0, 0.9396941065788269, 0.0], [7734.92333984375, -457.43865966796875, 21263.41796875, 0.0]]
[[0.9993928074836731, 0.0, -0.03489956259727478, 0.0], [0.0, 0.9999991655349731, 0.0, 0.0], [0.03489956259727478, 0.0, 0.9993928074836731, 0.0], [7679.94091796875, -460.62451171875, 21264.359375, 0.0]]
[[0.9993928074836731, 0.0, -0.03489956259727478, 0.0], [0.0, 0.9999991655349731, 0.0, 0.0], [0.03489956259727478, 0.0, 0.9993928074836731, 0.0], [7704.05908203125, -426.0011291503906, 21266.3046875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 391.8209228515625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [65.2230453491211, 0.0, 87.5790023803711, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-12303.7978515625, 1.5980219841003418, 7866.21484375, 0.0]]
[[0.9975658059120178, 0.0, 0.06975658982992172, 0.0], [0.0, 0.999997615814209, 0.0, 0.0], [-0.06975630670785904, 0.0, 0.9975651502609253, 0.0], [4455.97900390625, 264.78564453125, 4067.12841796875, 0.0]]
[[0.9975658059120178, 0.0, 0.06975658982992172, 0.0], [0.0, 0.999997615814209, 0.0, 0.0], [-0.06975630670785904, 0.0, 0.9975651502609253, 0.0], [4098.82470703125, 262.990966796875, 4063.12109375, 0.0]]
[[0.08715583384037018, 0.0, -0.9961971640586853, 0.0], [0.0, 0.9999969601631165, 0.0, 0.0], [0.9961963891983032, 0.0, 0.08715525269508362, 0.0], [3957.279296875, 253.63352966308594, 4395.7060546875, 0.0]]
[[0.9975658059120178, 0.0, 0.06975658982992172, 0.0], [0.0, 0.999997615814209, 0.0, 0.0], [-0.06975630670785904, 0.0, 0.9975651502609253, 0.0], [5645.52099609375, 262.990966796875, 4061.431640625, 0.0]]
[[0.06975672394037247, 0.0, 0.997565746307373, 0.0], [0.0, 0.9999969005584717, 0.0, 0.0], [-0.9975649118423462, 0.0, 0.06975705176591873, 0.0], [6827.1572265625, 262.6485290527344, 4792.38720703125, 0.0]]
[[0.9975658059120178, 0.0, 0.06975658982992172, 0.0], [0.0, 0.999997615814209, 0.0, 0.0], [-0.06975630670785904, 0.0, 0.9975651502609253, 0.0], [6741.96142578125, 249.6125030517578, 4053.95703125, 0.0]]
[[0.9975658059120178, 0.0, 0.06975658982992172, 0.0], [0.0, 0.999997615814209, 0.0, 0.0], [-0.06975630670785904, 0.0, 0.9975651502609253, 0.0], [6089.43994140625, 262.9908447265625, 4022.20361328125, 0.0]]
[[0.9975669980049133, 0.0, -0.06975667923688889, 0.0], [0.0, 0.9999967217445374, 0.0, 0.0], [0.0697566494345665, 0.0, 0.9975664615631104, 0.0], [4161.67626953125, 253.63352966308594, 4049.19970703125, 0.0]]
[[0.9975658059120178, 0.0, 0.06975658982992172, 0.0], [0.0, 0.999997615814209, 0.0, 0.0], [-0.06975630670785904, 0.0, 0.9975651502609253, 0.0], [5542.01611328125, 262.990966796875, 4059.765869140625, 0.0]]
[[0.9975658059120178, 0.0, 0.06975658982992172, 0.0], [0.0, 0.999997615814209, 0.0, 0.0], [-0.06975630670785904, 0.0, 0.9975651502609253, 0.0], [6531.6494140625, 249.6125030517578, 4072.487548828125, 0.0]]
[[0.06975672394037247, 0.0, 0.997565746307373, 0.0], [0.0, 0.9999969005584717, 0.0, 0.0], [-0.9975649118423462, 0.0, 0.06975705176591873, 0.0], [6835.78515625, 262.6240539550781, 4623.6669921875, 0.0]]
[[0.08715583384037018, 0.0, -0.9961971640586853, 0.0], [0.0, 0.9999969601631165, 0.0, 0.0], [0.9961963891983032, 0.0, 0.08715525269508362, 0.0], [3977.771484375, 253.63352966308594, 4340.1064453125, 0.0]]
[[-0.9135487675666809, 0.0, -0.4067380726337433, 0.0], [0.0, 0.9999963045120239, 0.0, 0.0], [0.406737357378006, 0.0, -0.9135472774505615, 0.0], [3673.263916015625, -42.612403869628906, 6809.91357421875, 0.0]]
[[-0.9998503923416138, 0.0, 0.01745246909558773, 0.0], [0.0, 0.9999974370002747, 0.0, 0.0], [-0.017452459782361984, 0.0, -0.9998496770858765, 0.0], [3970.2236328125, -42.577720642089844, 6956.31640625, 0.0]]
[[-0.9945247769355774, 0.0, -0.1045287474989891, 0.0], [0.0, 0.9999975562095642, 0.0, 0.0], [0.10452879965305328, 0.0, -0.9945237636566162, 0.0], [3333.494873046875, -42.61238098144531, 7154.39306640625, 0.0]]
[[0.24192272126674652, 0.0, -0.9702989459037781, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [0.970297634601593, 0.0, 0.2419227808713913, 0.0], [3509.790283203125, -42.612403869628906, 6371.81689453125, 0.0]]
[[-0.7313550710678101, 0.0, 0.6820002198219299, 0.0], [0.0, 0.9999973773956299, 0.0, 0.0], [-0.6819992661476135, 0.0, -0.7313544154167175, 0.0], [-12095.1640625, 1.4100196361541748, 7956.98291015625, 0.0]]
[[0.9743731617927551, 0.0, 0.22495123744010925, 0.0], [0.0, 0.9999966621398926, 0.0, 0.0], [-0.2249513566493988, 0.0, 0.9743722677230835, 0.0], [-12216.01953125, 1.4100100994110107, 6869.26611328125, 0.0]]
[[0.7660468220710754, 0.0, 0.6427898406982422, 0.0], [0.0, 0.9999974370002747, 0.0, 0.0], [-0.6427887678146362, 0.0, 0.766045868396759, 0.0], [-11563.7353515625, 1.0449188947677612, 8642.064453125, 0.0]]
[[0.2923721373081207, 0.0, -0.9563064575195312, 0.0], [0.0, 0.9999975562095642, 0.0, 0.0], [0.9563058614730835, 0.0, 0.2923718988895416, 0.0], [3480.969482421875, -45.159217834472656, 6069.279296875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [2753.140625, -0.2358325719833374, -214.99087524414062, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3714.0361328125, 258.12603759765625, 4768.8681640625, 0.0]]
[[-0.9510576725006104, 0.0, -0.3090173900127411, 0.0], [0.0, 0.999998927116394, 0.0, 0.0], [0.3090173900127411, 0.0, -0.9510576725006104, 0.0], [-12029.6640625, 1.5978931188583374, 7817.99072265625, 0.0]]
[[0.4067372977733612, 0.0, -0.9135472774505615, 0.0], [0.0, 0.9999988675117493, 0.0, 0.0], [0.9135472774505615, 0.0, 0.4067372977733612, 0.0], [-11998.130859375, 1.1571311950683594, 9368.91015625, 0.0]]
[[0.0, 0.0, -1.000000238418579, 0.0], [0.0, 0.9999991059303284, 0.0, 0.0], [1.000000238418579, 0.0, 0.0, 0.0], [5835.5732421875, -44.76000213623047, 6921.4287109375, 0.0]]
[[0.0, 0.0, -1.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [1.0, 0.0, 0.0, -107374176.0], [-12424.560546875, 7.559999942779541, 8049.4794921875, -107374176.0]]
